pump,start_time,end_time,elapsed_time_ms,flowrate,volume,total_volume,pulse_count
CHARLES_AUSTEN_PUMP,1747307015,1747307045,30000.09,0.883,0.441,108.175,305
AQUATEC_PUMP,1747307055,1747307085,30000.09,3.426,1.713,109.888,908
CHARLES_AUSTEN_PUMP,1747307095,1747307125,30000.06,0.880,0.440,110.328,304
AQUATEC_PUMP,1747307135,1747307165,30000.09,3.445,1.723,112.050,913
CHARLES_AUSTEN_PUMP,1747307175,1747307205,30000.09,0.894,0.447,112.498,309
AQUATEC_PUMP,1747307215,1747307245,30000.11,3.381,1.691,114.188,896
CHARLES_AUSTEN_PUMP,1747307255,1747307285,30000.15,0.891,0.446,114.634,308
AQUATEC_PUMP,1747307295,1747307325,30000.09,3.392,1.696,116.330,899
CHARLES_AUSTEN_PUMP,1747307335,1747307365,30000.09,0.874,0.437,116.767,302
AQUATEC_PUMP,1747307375,1747307405,30000.10,3.434,1.717,118.484,910
CHARLES_AUSTEN_PUMP,1747307415,1747307445,30000.09,0.871,0.436,118.920,301
AQUATEC_PUMP,1747307455,1747307485,30000.09,3.445,1.723,120.642,913
CHARLES_AUSTEN_PUMP,1747307495,1747307525,30000.08,0.871,0.436,121.078,301
AQUATEC_PUMP,1747307535,1747307565,30000.09,3.449,1.725,122.803,914
CHARLES_AUSTEN_PUMP,1747307575,1747307605,30000.10,0.883,0.441,123.244,305
AQUATEC_PUMP,1747307615,1747307645,30000.08,3.449,1.725,124.968,914
CHARLES_AUSTEN_PUMP,1747307655,1747307685,30000.10,0.883,0.441,125.410,305
AQUATEC_PUMP,1747307695,1747307725,30000.04,3.445,1.723,127.133,913
CHARLES_AUSTEN_PUMP,1747307735,1747307765,30000.09,0.891,0.446,127.578,308
AQUATEC_PUMP,1747307775,1747307805,30000.11,3.400,1.700,129.278,901
CHARLES_AUSTEN_PUMP,1747307815,1747307845,30000.10,0.886,0.443,129.721,306
AQUATEC_PUMP,1747307855,1747307885,30000.09,3.438,1.719,131.440,911
CHARLES_AUSTEN_PUMP,1747307895,1747307925,30000.09,0.886,0.443,131.883,306
AQUATEC_PUMP,1747307935,1747307965,30000.09,3.441,1.721,133.604,912
CHARLES_AUSTEN_PUMP,1747307975,1747308005,30000.08,0.883,0.441,134.045,305
AQUATEC_PUMP,1747308015,1747308045,30000.11,3.445,1.723,135.768,913
CHARLES_AUSTEN_PUMP,1747308055,1747308085,30000.09,0.865,0.433,136.200,299
AQUATEC_PUMP,1747308095,1747308125,30000.09,3.445,1.723,137.923,913
CHARLES_AUSTEN_PUMP,1747308135,1747308165,30000.10,0.871,0.436,138.359,301
AQUATEC_PUMP,1747308175,1747308205,30000.10,3.430,1.715,140.074,909
CHARLES_AUSTEN_PUMP,1747308215,1747308245,30000.12,0.871,0.436,140.509,301
AQUATEC_PUMP,1747308255,1747308285,30000.09,3.426,1.713,142.222,908
CHARLES_AUSTEN_PUMP,1747308295,1747308325,30000.10,0.877,0.438,142.661,303
AQUATEC_PUMP,1747308335,1747308365,30000.08,3.430,1.715,144.376,909
CHARLES_AUSTEN_PUMP,1747308375,1747308405,30000.11,0.889,0.444,144.820,307
AQUATEC_PUMP,1747308415,1747308445,30000.11,3.438,1.719,146.539,911
CHARLES_AUSTEN_PUMP,1747308455,1747308485,30000.09,0.889,0.444,146.983,307
AQUATEC_PUMP,1747308495,1747308525,30000.10,3.438,1.719,148.702,911
CHARLES_AUSTEN_PUMP,1747308535,1747308565,30000.09,0.874,0.437,149.139,302
AQUATEC_PUMP,1747308575,1747308605,30000.09,3.434,1.717,150.856,910
CHARLES_AUSTEN_PUMP,1747308615,1747308645,30000.10,0.891,0.446,151.302,308
AQUATEC_PUMP,1747308655,1747308685,30000.08,3.426,1.713,153.015,908
CHARLES_AUSTEN_PUMP,1747308695,1747308725,30000.11,0.874,0.437,153.452,302
AQUATEC_PUMP,1747308735,1747308765,30000.09,3.426,1.713,155.166,908
CHARLES_AUSTEN_PUMP,1747308775,1747308805,30000.09,0.863,0.431,155.597,298
AQUATEC_PUMP,1747308815,1747308845,30000.09,3.438,1.719,157.316,911
CHARLES_AUSTEN_PUMP,1747308855,1747308885,30000.09,0.877,0.438,157.754,303
AQUATEC_PUMP,1747308895,1747308925,30000.10,3.347,1.674,159.428,887
CHARLES_AUSTEN_PUMP,1747308935,1747308965,30000.09,0.865,0.433,159.860,299
AQUATEC_PUMP,1747308975,1747309005,30000.09,3.430,1.715,161.576,909
CHARLES_AUSTEN_PUMP,1747309015,1747309045,30000.11,0.883,0.441,162.017,305
AQUATEC_PUMP,1747309055,1747309085,30000.09,3.423,1.711,163.728,907
CHARLES_AUSTEN_PUMP,1747309095,1747309125,30000.09,0.877,0.438,164.167,303
AQUATEC_PUMP,1747309135,1747309165,30000.12,3.434,1.717,165.884,910
CHARLES_AUSTEN_PUMP,1747309175,1747309205,30000.09,0.880,0.440,166.324,304
AQUATEC_PUMP,1747309215,1747309245,30000.10,3.423,1.711,168.035,907
CHARLES_AUSTEN_PUMP,1747309255,1747309285,30000.09,0.865,0.433,168.468,299
AQUATEC_PUMP,1747309295,1747309325,30000.10,3.419,1.709,170.177,906
CHARLES_AUSTEN_PUMP,1747309335,1747309365,30000.09,0.868,0.434,170.611,300
AQUATEC_PUMP,1747309375,1747309405,30000.11,3.419,1.709,172.321,906
CHARLES_AUSTEN_PUMP,1747309415,1747309445,30000.16,0.874,0.437,172.758,302
AQUATEC_PUMP,1747309455,1747309485,30000.10,3.408,1.704,174.462,903
CHARLES_AUSTEN_PUMP,1747309495,1747309525,30000.09,0.857,0.428,174.890,296
AQUATEC_PUMP,1747309535,1747309565,30000.09,3.430,1.715,176.605,909
CHARLES_AUSTEN_PUMP,1747309575,1747309605,30000.20,0.871,0.436,177.041,301
AQUATEC_PUMP,1747309615,1747309645,30000.18,3.430,1.715,178.756,909
CHARLES_AUSTEN_PUMP,1747309655,1747309685,30000.09,0.874,0.437,179.193,302
AQUATEC_PUMP,1747309695,1747309725,30000.09,3.426,1.713,180.906,908
CHARLES_AUSTEN_PUMP,1747309735,1747309765,30000.07,0.871,0.436,181.342,301
AQUATEC_PUMP,1747309775,1747309805,30000.10,3.385,1.692,183.034,897
CHARLES_AUSTEN_PUMP,1747309815,1747309845,30000.10,0.865,0.433,183.467,299
AQUATEC_PUMP,1747309855,1747309885,30000.11,3.408,1.704,185.170,903
CHARLES_AUSTEN_PUMP,1747309895,1747309925,30000.09,0.865,0.433,185.603,299
AQUATEC_PUMP,1747309935,1747309965,30000.09,3.423,1.711,187.315,907
CHARLES_AUSTEN_PUMP,1747309975,1747310005,30000.09,0.854,0.427,187.741,295
AQUATEC_PUMP,1747310015,1747310045,30000.10,3.419,1.709,189.451,906
CHARLES_AUSTEN_PUMP,1747310055,1747310085,30000.09,0.874,0.437,189.888,302
AQUATEC_PUMP,1747310095,1747310125,30000.10,3.385,1.692,191.580,897
CHARLES_AUSTEN_PUMP,1747310135,1747310165,30000.12,0.880,0.440,192.020,304
AQUATEC_PUMP,1747310175,1747310205,30000.12,3.430,1.715,193.735,909
CHARLES_AUSTEN_PUMP,1747310215,1747310245,30000.10,0.886,0.443,194.178,306
AQUATEC_PUMP,1747310255,1747310285,30000.10,3.419,1.709,195.888,906
CHARLES_AUSTEN_PUMP,1747310295,1747310325,30000.10,0.860,0.430,196.317,297
AQUATEC_PUMP,1747310335,1747310365,30000.10,3.426,1.713,198.031,908
CHARLES_AUSTEN_PUMP,1747310375,1747310405,30000.10,0.865,0.433,198.463,299
AQUATEC_PUMP,1747310415,1747310445,30000.09,3.423,1.711,200.175,907
CHARLES_AUSTEN_PUMP,1747310455,1747310485,30000.09,0.860,0.430,200.605,297
AQUATEC_PUMP,1747310495,1747310525,30000.09,3.385,1.692,202.297,897
CHARLES_AUSTEN_PUMP,1747310535,1747310565,30000.09,0.848,0.424,202.721,293
AQUATEC_PUMP,1747310575,1747310605,30000.11,3.389,1.694,204.415,898
CHARLES_AUSTEN_PUMP,1747310615,1747310645,30000.09,0.868,0.434,204.850,300
AQUATEC_PUMP,1747310655,1747310685,30000.09,3.434,1.717,206.566,910
CHARLES_AUSTEN_PUMP,1747310695,1747310725,30000.10,0.863,0.431,206.998,298
AQUATEC_PUMP,1747310735,1747310765,30000.10,3.434,1.717,208.715,910
CHARLES_AUSTEN_PUMP,1747310775,1747310805,30000.10,0.871,0.436,209.150,301
AQUATEC_PUMP,1747310815,1747310845,30000.10,3.411,1.706,210.856,904
CHARLES_AUSTEN_PUMP,1747310855,1747310885,30000.09,0.854,0.427,211.283,295
AQUATEC_PUMP,1747310895,1747310925,30000.09,3.430,1.715,212.998,909
CHARLES_AUSTEN_PUMP,1747310935,1747310965,30000.09,0.883,0.441,213.439,305
AQUATEC_PUMP,1747310975,1747311005,30000.11,3.408,1.704,215.143,903
CHARLES_AUSTEN_PUMP,1747311015,1747311045,30000.09,0.845,0.423,215.566,292
AQUATEC_PUMP,1747311055,1747311085,30000.09,3.445,1.723,217.288,913
CHARLES_AUSTEN_PUMP,1747311095,1747311125,30000.10,0.854,0.427,217.715,295
AQUATEC_PUMP,1747311135,1747311165,30000.10,3.457,1.728,219.444,916
CHARLES_AUSTEN_PUMP,1747311175,1747311205,30000.09,0.863,0.431,219.875,298
AQUATEC_PUMP,1747311215,1747311245,30000.10,3.445,1.723,221.597,913
CHARLES_AUSTEN_PUMP,1747311255,1747311285,30000.10,0.868,0.434,222.032,300
AQUATEC_PUMP,1747311295,1747311325,30000.11,3.445,1.723,223.754,913
CHARLES_AUSTEN_PUMP,1747311335,1747311365,30000.11,0.874,0.437,224.191,302
AQUATEC_PUMP,1747311375,1747311405,30000.10,3.441,1.721,225.912,912
CHARLES_AUSTEN_PUMP,1747311415,1747311445,30000.10,0.886,0.443,226.355,306
AQUATEC_PUMP,1747311455,1747311485,30000.09,3.457,1.728,228.083,916
CHARLES_AUSTEN_PUMP,1747311495,1747311525,30000.10,0.880,0.440,228.523,304
AQUATEC_PUMP,1747311535,1747311565,30000.10,3.411,1.706,230.229,904
CHARLES_AUSTEN_PUMP,1747311575,1747311605,30000.17,0.851,0.425,230.654,294
AQUATEC_PUMP,1747311615,1747311645,30000.10,3.449,1.725,232.379,914
CHARLES_AUSTEN_PUMP,1747311655,1747311685,30000.09,0.854,0.427,232.806,295
AQUATEC_PUMP,1747311695,1747311725,30000.09,3.449,1.725,234.530,914
CHARLES_AUSTEN_PUMP,1747311735,1747311765,30000.10,0.854,0.427,234.957,295
AQUATEC_PUMP,1747311775,1747311805,30000.10,3.457,1.728,236.686,916
CHARLES_AUSTEN_PUMP,1747311815,1747311845,30000.10,0.865,0.433,237.118,299
AQUATEC_PUMP,1747311855,1747311885,30000.10,3.366,1.683,238.801,892
CHARLES_AUSTEN_PUMP,1747311895,1747311925,30000.10,0.868,0.434,239.235,300
AQUATEC_PUMP,1747311935,1747311965,30000.10,3.453,1.726,240.962,915
CHARLES_AUSTEN_PUMP,1747311975,1747312005,30000.11,0.868,0.434,241.396,300
AQUATEC_PUMP,1747312015,1747312045,30000.09,3.453,1.726,243.122,915
CHARLES_AUSTEN_PUMP,1747312055,1747312085,30000.09,0.857,0.428,243.551,296
AQUATEC_PUMP,1747312095,1747312125,30000.10,3.449,1.725,245.275,914
CHARLES_AUSTEN_PUMP,1747312135,1747312165,30000.11,0.860,0.430,245.705,297
AQUATEC_PUMP,1747312175,1747312205,30000.10,3.457,1.728,247.433,916
CHARLES_AUSTEN_PUMP,1747312215,1747312245,30000.10,0.857,0.428,247.862,296
AQUATEC_PUMP,1747312255,1747312285,30000.09,3.449,1.725,249.586,914
CHARLES_AUSTEN_PUMP,1747312295,1747312325,30000.10,0.865,0.433,250.019,299
AQUATEC_PUMP,1747312335,1747312365,30000.09,3.453,1.726,251.745,915
CHARLES_AUSTEN_PUMP,1747312375,1747312405,30000.11,0.877,0.438,252.184,303
AQUATEC_PUMP,1747312415,1747312445,30000.28,3.445,1.723,253.907,913
CHARLES_AUSTEN_PUMP,1747312455,1747312485,30000.11,0.880,0.440,254.346,304
AQUATEC_PUMP,1747312495,1747312525,30000.09,3.426,1.713,256.060,908
CHARLES_AUSTEN_PUMP,1747312535,1747312565,30000.11,0.857,0.428,256.488,296
AQUATEC_PUMP,1747312575,1747312605,30000.09,3.449,1.725,258.213,914
CHARLES_AUSTEN_PUMP,1747312615,1747312645,30000.10,0.865,0.433,258.645,299
AQUATEC_PUMP,1747312655,1747312685,30000.10,3.453,1.726,260.372,915
CHARLES_AUSTEN_PUMP,1747312695,1747312725,30000.09,0.863,0.431,260.803,298
AQUATEC_PUMP,1747312735,1747312765,30000.10,3.453,1.726,262.529,915
CHARLES_AUSTEN_PUMP,1747312775,1747312805,30000.09,0.851,0.425,262.955,294
AQUATEC_PUMP,1747312815,1747312845,30000.11,3.457,1.728,264.683,916
CHARLES_AUSTEN_PUMP,1747312855,1747312885,30000.10,0.868,0.434,265.117,300
AQUATEC_PUMP,1747312895,1747312925,30000.09,3.453,1.726,266.844,915
CHARLES_AUSTEN_PUMP,1747312935,1747312965,30000.10,0.863,0.431,267.275,298
AQUATEC_PUMP,1747312975,1747313005,30000.09,3.453,1.726,269.001,915
CHARLES_AUSTEN_PUMP,1747313015,1747313045,30000.10,0.874,0.437,269.438,302
AQUATEC_PUMP,1747313055,1747313085,30000.10,3.430,1.715,271.154,909
CHARLES_AUSTEN_PUMP,1747313095,1747313125,30000.10,0.871,0.436,271.589,301
AQUATEC_PUMP,1747313135,1747313165,30000.09,3.426,1.713,273.302,908
CHARLES_AUSTEN_PUMP,1747313175,1747313205,30000.09,0.880,0.440,273.742,304
AQUATEC_PUMP,1747313215,1747313245,30000.09,3.377,1.689,275.431,895
CHARLES_AUSTEN_PUMP,1747313255,1747313285,30000.10,0.839,0.420,275.851,290
AQUATEC_PUMP,1747313295,1747313325,30000.09,3.430,1.715,277.566,909
CHARLES_AUSTEN_PUMP,1747313335,1747313365,30000.10,0.860,0.430,277.996,297
AQUATEC_PUMP,1747313375,1747313405,30000.11,3.389,1.694,279.690,898
CHARLES_AUSTEN_PUMP,1747313415,1747313445,30000.10,0.854,0.427,280.117,295
AQUATEC_PUMP,1747313455,1747313485,30000.10,3.381,1.691,281.807,896
CHARLES_AUSTEN_PUMP,1747313495,1747313525,30000.17,0.863,0.431,282.239,298
AQUATEC_PUMP,1747313535,1747313565,30000.11,3.396,1.698,283.937,900
CHARLES_AUSTEN_PUMP,1747313575,1747313605,30000.10,0.857,0.428,284.365,296
AQUATEC_PUMP,1747313615,1747313645,30000.10,3.385,1.692,286.058,897
CHARLES_AUSTEN_PUMP,1747313655,1747313685,30000.09,0.863,0.431,286.489,298
AQUATEC_PUMP,1747313695,1747313725,30000.10,3.434,1.717,288.206,910
CHARLES_AUSTEN_PUMP,1747313735,1747313765,30000.17,0.857,0.428,288.634,296
AQUATEC_PUMP,1747313775,1747313805,30000.09,3.392,1.696,290.330,899
CHARLES_AUSTEN_PUMP,1747313815,1747313845,30000.09,0.848,0.424,290.754,293
AQUATEC_PUMP,1747313855,1747313885,30000.10,3.392,1.696,292.451,899
CHARLES_AUSTEN_PUMP,1747313895,1747313925,30000.10,0.848,0.424,292.875,293
AQUATEC_PUMP,1747313935,1747313965,30000.11,3.419,1.709,294.584,906
CHARLES_AUSTEN_PUMP,1747313975,1747314005,30000.09,0.845,0.423,295.007,292
AQUATEC_PUMP,1747314015,1747314045,30000.16,3.445,1.723,296.729,913
CHARLES_AUSTEN_PUMP,1747314055,1747314085,30000.09,0.871,0.436,297.165,301
AQUATEC_PUMP,1747314095,1747314125,30000.10,3.404,1.702,298.867,902
CHARLES_AUSTEN_PUMP,1747314135,1747314165,30000.10,0.860,0.430,299.297,297
AQUATEC_PUMP,1747314175,1747314205,30000.10,3.441,1.721,301.017,912
CHARLES_AUSTEN_PUMP,1747314215,1747314245,30000.09,0.865,0.433,301.450,299
AQUATEC_PUMP,1747314255,1747314285,30000.05,3.404,1.702,303.152,902
CHARLES_AUSTEN_PUMP,1747314295,1747314325,30000.09,0.842,0.421,303.573,291
AQUATEC_PUMP,1747314335,1747314365,30000.09,3.445,1.723,305.296,913
CHARLES_AUSTEN_PUMP,1747314375,1747314405,30000.09,0.871,0.436,305.731,301
AQUATEC_PUMP,1747314415,1747314445,30000.09,3.449,1.725,307.456,914
CHARLES_AUSTEN_PUMP,1747314455,1747314485,30000.11,0.854,0.427,307.883,295
AQUATEC_PUMP,1747314495,1747314525,30000.10,3.400,1.700,309.583,901
CHARLES_AUSTEN_PUMP,1747314535,1747314565,30000.09,0.863,0.431,310.014,298
AQUATEC_PUMP,1747314575,1747314605,30000.10,3.396,1.698,311.712,900
CHARLES_AUSTEN_PUMP,1747314615,1747314645,30000.11,0.863,0.431,312.143,298
AQUATEC_PUMP,1747314655,1747314685,30000.09,3.438,1.719,313.862,911
CHARLES_AUSTEN_PUMP,1747314695,1747314725,30000.09,0.865,0.433,314.295,299
AQUATEC_PUMP,1747314735,1747314765,30000.10,3.441,1.721,316.016,912
CHARLES_AUSTEN_PUMP,1747314775,1747314805,30000.09,0.854,0.427,316.443,295
AQUATEC_PUMP,1747314815,1747314845,30000.09,3.404,1.702,318.145,902
CHARLES_AUSTEN_PUMP,1747314855,1747314885,30000.09,0.851,0.425,318.570,294
AQUATEC_PUMP,1747314895,1747314925,30000.09,3.445,1.723,320.293,913
CHARLES_AUSTEN_PUMP,1747314935,1747314965,30000.11,0.851,0.425,320.718,294
AQUATEC_PUMP,1747314975,1747315005,30000.11,3.441,1.721,322.439,912
CHARLES_AUSTEN_PUMP,1747315015,1747315045,30000.10,0.857,0.428,322.867,296
AQUATEC_PUMP,1747315055,1747315085,30000.11,3.445,1.723,324.590,913
CHARLES_AUSTEN_PUMP,1747315095,1747315125,30000.10,0.865,0.433,325.023,299
AQUATEC_PUMP,1747315135,1747315165,30000.10,3.449,1.725,326.747,914
CHARLES_AUSTEN_PUMP,1747315175,1747315205,30000.09,0.868,0.434,327.181,300
AQUATEC_PUMP,1747315215,1747315245,30000.10,3.445,1.723,328.904,913
CHARLES_AUSTEN_PUMP,1747315255,1747315285,30000.17,0.863,0.431,329.335,298
AQUATEC_PUMP,1747315295,1747315325,30000.11,3.441,1.721,331.056,912
CHARLES_AUSTEN_PUMP,1747315335,1747315365,30000.09,0.839,0.420,331.476,290
