pump,start_time,end_time,elapsed_time_ms,flowrate,volume,total_volume,pulse_count
CHARLES_AUSTEN_PUMP,1747402328,1747637743,235415038.65,0.000,0.424,0.424,293
CHARLES_AUSTEN_PUMP,1747637764,1747637794,30000.10,0.854,0.427,0.427,295
AQUATEC_PUMP,1747637804,1747637834,30000.09,3.426,1.713,2.140,908
CHARLES_AUSTEN_PUMP,1747637844,1747637874,30000.10,0.845,0.423,2.563,292
AQUATEC_PUMP,1747637884,1747637914,30000.11,3.423,1.711,4.274,907
CHARLES_AUSTEN_PUMP,1747637924,1747637954,30000.08,0.842,0.421,4.695,291
AQUATEC_PUMP,1747637964,1747637994,30000.10,3.423,1.711,6.406,907
CHARLES_AUSTEN_PUMP,1747638004,1747638034,30000.09,0.842,0.421,6.828,291
AQUATEC_PUMP,1747638044,1747638074,30000.10,3.374,1.687,8.514,894
CHARLES_AUSTEN_PUMP,1747638084,1747638114,30000.09,0.865,0.433,8.947,299
AQUATEC_PUMP,1747638124,1747638154,30000.11,3.430,1.715,10.662,909
CHARLES_AUSTEN_PUMP,1747638164,1747638194,30000.11,0.845,0.423,11.085,292
AQUATEC_PUMP,1747638204,1747638234,30000.10,3.400,1.700,12.785,901
CHARLES_AUSTEN_PUMP,1747638244,1747638274,30000.11,0.834,0.417,13.202,288
AQUATEC_PUMP,1747638284,1747638314,30000.09,3.426,1.713,14.915,908
CHARLES_AUSTEN_PUMP,1747638324,1747638354,30000.10,0.836,0.418,15.333,289
AQUATEC_PUMP,1747638364,1747638394,30000.09,3.426,1.713,17.046,908
CHARLES_AUSTEN_PUMP,1747638404,1747638434,30000.09,0.845,0.423,17.469,292
AQUATEC_PUMP,1747638444,1747638474,30000.09,3.430,1.715,19.184,909
CHARLES_AUSTEN_PUMP,1747638484,1747638514,30000.09,0.839,0.420,19.604,290
AQUATEC_PUMP,1747638524,1747638554,30000.09,3.434,1.717,21.321,910
CHARLES_AUSTEN_PUMP,1747638564,1747638594,30000.09,0.848,0.424,21.745,293
AQUATEC_PUMP,1747638604,1747638634,30000.09,3.438,1.719,23.463,911
CHARLES_AUSTEN_PUMP,1747638644,1747638674,30000.09,0.851,0.425,23.889,294
AQUATEC_PUMP,1747638684,1747638714,30000.09,3.441,1.721,25.610,912
CHARLES_AUSTEN_PUMP,1747638724,1747638754,30000.09,0.839,0.420,26.029,290
AQUATEC_PUMP,1747638764,1747638794,30000.07,3.445,1.723,27.752,913
CHARLES_AUSTEN_PUMP,1747638804,1747638834,30000.12,0.842,0.421,28.173,291
AQUATEC_PUMP,1747638844,1747638874,30000.09,3.385,1.692,29.866,897
CHARLES_AUSTEN_PUMP,1747638884,1747638914,30000.09,0.842,0.421,30.287,291
AQUATEC_PUMP,1747638924,1747638954,30000.09,3.445,1.723,32.009,913
CHARLES_AUSTEN_PUMP,1747638964,1747638994,30000.09,0.860,0.430,32.439,297
AQUATEC_PUMP,1747639004,1747639034,30000.21,3.441,1.721,34.160,912
CHARLES_AUSTEN_PUMP,1747639044,1747639074,30000.10,0.865,0.433,34.593,299
AQUATEC_PUMP,1747639084,1747639114,30000.10,3.438,1.719,36.311,911
CHARLES_AUSTEN_PUMP,1747639124,1747639154,30000.11,0.834,0.417,36.728,288
AQUATEC_PUMP,1747639164,1747639194,30000.09,3.445,1.723,38.451,913
CHARLES_AUSTEN_PUMP,1747639204,1747639234,30000.11,0.851,0.425,38.876,294
AQUATEC_PUMP,1747639244,1747639274,30000.09,3.445,1.723,40.599,913
CHARLES_AUSTEN_PUMP,1747639284,1747639314,30000.10,0.848,0.424,41.023,293
AQUATEC_PUMP,1747639324,1747639354,30000.11,3.430,1.715,42.738,909
CHARLES_AUSTEN_PUMP,1747639364,1747639394,30000.11,0.828,0.414,43.152,286
AQUATEC_PUMP,1747639404,1747639434,30000.11,3.445,1.723,44.875,913
CHARLES_AUSTEN_PUMP,1747639444,1747639474,30000.10,0.825,0.412,45.287,285
AQUATEC_PUMP,1747639484,1747639514,30000.08,3.453,1.726,47.014,915
CHARLES_AUSTEN_PUMP,1747639524,1747639554,30000.10,0.839,0.420,47.433,290
