pump,start_time,end_time,elapsed_time_ms,flowrate,volume,total_volume,pulse_count
CHARLES_AUSTEN_PUMP,1747954785,1747954800,15000.10,0.805,0.201,529.755,139
AQUATEC_PUMP,1747954803,1747954809,6000.08,3.264,0.326,530.081,173
CHARLES_AUSTEN_PUMP,1747954812,1747954827,15000.11,0.799,0.200,530.281,138
AQUATEC_PUMP,1747954830,1747954836,6000.11,3.321,0.332,530.613,176
CHARLES_AUSTEN_PUMP,1747954839,1747954854,15000.11,0.805,0.201,530.814,139
AQUATEC_PUMP,1747954857,1747954863,6000.09,3.321,0.332,531.146,176
CHARLES_AUSTEN_PUMP,1747954866,1747954881,15000.10,0.805,0.201,531.347,139
AQUATEC_PUMP,1747954884,1747954890,6000.09,3.321,0.332,531.679,176
CHARLES_AUSTEN_PUMP,1747954893,1747954908,15000.10,0.799,0.200,531.879,138
AQUATEC_PUMP,1747954911,1747954917,6000.08,3.264,0.326,532.205,173
CHARLES_AUSTEN_PUMP,1747954920,1747954935,15000.08,0.805,0.201,532.406,139
AQUATEC_PUMP,1747954938,1747954944,6000.17,3.321,0.332,532.739,176
CHARLES_AUSTEN_PUMP,1747954947,1747954962,15000.09,0.810,0.203,532.941,140
AQUATEC_PUMP,1747954965,1747954971,6000.11,3.321,0.332,533.273,176
CHARLES_AUSTEN_PUMP,1747954974,1747954989,15000.11,0.793,0.198,533.471,137
AQUATEC_PUMP,1747954992,1747954998,6000.10,3.264,0.326,533.798,173
CHARLES_AUSTEN_PUMP,1747955001,1747955016,15000.11,0.793,0.198,533.996,137
AQUATEC_PUMP,1747955019,1747955025,6000.13,3.302,0.330,534.326,175
CHARLES_AUSTEN_PUMP,1747955028,1747955043,15000.10,0.805,0.201,534.528,139
AQUATEC_PUMP,1747955046,1747955052,6000.10,3.302,0.330,534.858,175
CHARLES_AUSTEN_PUMP,1747955055,1747955070,15000.17,0.793,0.198,535.056,137
AQUATEC_PUMP,1747955073,1747955079,6000.09,3.321,0.332,535.388,176
CHARLES_AUSTEN_PUMP,1747955082,1747955097,15000.09,0.810,0.203,535.591,140
AQUATEC_PUMP,1747955100,1747955106,6000.09,3.302,0.330,535.921,175
CHARLES_AUSTEN_PUMP,1747955109,1747955124,15000.09,0.805,0.201,536.122,139
AQUATEC_PUMP,1747955127,1747955133,6000.17,3.340,0.334,536.456,177
CHARLES_AUSTEN_PUMP,1747955136,1747955151,15000.09,0.805,0.201,536.657,139
AQUATEC_PUMP,1747955154,1747955160,6000.07,3.264,0.326,536.984,173
CHARLES_AUSTEN_PUMP,1747955163,1747955178,15000.09,0.793,0.198,537.182,137
AQUATEC_PUMP,1747955181,1747955187,6000.10,3.302,0.330,537.512,175
CHARLES_AUSTEN_PUMP,1747955190,1747955205,15000.09,0.793,0.198,537.710,137
AQUATEC_PUMP,1747955208,1747955214,6000.10,3.321,0.332,538.042,176
CHARLES_AUSTEN_PUMP,1747955217,1747955232,15000.11,0.805,0.201,538.243,139
AQUATEC_PUMP,1747955235,1747955241,6000.10,3.264,0.326,538.570,173
CHARLES_AUSTEN_PUMP,1747955244,1747955259,15000.10,0.793,0.198,538.768,137
AQUATEC_PUMP,1747955262,1747955268,6000.10,3.302,0.330,539.098,175
CHARLES_AUSTEN_PUMP,1747955271,1747955286,15000.11,0.805,0.201,539.300,139
AQUATEC_PUMP,1747955289,1747955295,6000.09,3.264,0.326,539.626,173
CHARLES_AUSTEN_PUMP,1747955298,1747955313,15000.11,0.816,0.204,539.830,141
AQUATEC_PUMP,1747955316,1747955322,6000.17,3.264,0.326,540.156,173
CHARLES_AUSTEN_PUMP,1747955325,1747955340,15000.11,0.799,0.200,540.356,138
AQUATEC_PUMP,1747955343,1747955349,6000.10,3.302,0.330,540.686,175
CHARLES_AUSTEN_PUMP,1747955352,1747955367,15000.09,0.810,0.203,540.889,140
AQUATEC_PUMP,1747955370,1747955376,6000.10,3.302,0.330,541.219,175
CHARLES_AUSTEN_PUMP,1747955379,1747955394,15000.08,0.805,0.201,541.420,139
AQUATEC_PUMP,1747955397,1747955403,6000.10,3.321,0.332,541.752,176
CHARLES_AUSTEN_PUMP,1747955406,1747955421,15000.09,0.793,0.198,541.951,137
AQUATEC_PUMP,1747955424,1747955430,6000.09,3.226,0.323,542.273,171
CHARLES_AUSTEN_PUMP,1747955433,1747955448,15000.10,0.793,0.198,542.471,137
AQUATEC_PUMP,1747955451,1747955457,6000.09,3.321,0.332,542.804,176
CHARLES_AUSTEN_PUMP,1747955460,1747955475,15000.11,0.805,0.201,543.005,139
AQUATEC_PUMP,1747955478,1747955484,6000.10,3.321,0.332,543.337,176
CHARLES_AUSTEN_PUMP,1747955487,1747955502,15000.17,0.793,0.198,543.535,137
AQUATEC_PUMP,1747955505,1747955511,6000.08,3.283,0.328,543.863,174
CHARLES_AUSTEN_PUMP,1747955514,1747955529,15000.09,0.799,0.200,544.063,138
AQUATEC_PUMP,1747955532,1747955538,6000.09,3.321,0.332,544.395,176
CHARLES_AUSTEN_PUMP,1747955541,1747955556,15000.09,0.805,0.201,544.596,139
AQUATEC_PUMP,1747955559,1747955565,6000.10,3.321,0.332,544.928,176
CHARLES_AUSTEN_PUMP,1747955568,1747955583,15000.10,0.810,0.203,545.131,140
AQUATEC_PUMP,1747955586,1747955592,6000.10,3.321,0.332,545.463,176
CHARLES_AUSTEN_PUMP,1747955595,1747955610,15000.10,0.799,0.200,545.663,138
AQUATEC_PUMP,1747955613,1747955619,6000.09,3.264,0.326,545.989,173
CHARLES_AUSTEN_PUMP,1747955622,1747955637,15000.10,0.799,0.200,546.189,138
AQUATEC_PUMP,1747955640,1747955646,6000.10,3.283,0.328,546.517,174
CHARLES_AUSTEN_PUMP,1747955649,1747955664,15000.09,0.805,0.201,546.718,139
AQUATEC_PUMP,1747955667,1747955673,6000.09,3.283,0.328,547.047,174
CHARLES_AUSTEN_PUMP,1747955676,1747955691,15000.11,0.799,0.200,547.246,138
AQUATEC_PUMP,1747955694,1747955700,6000.11,3.302,0.330,547.577,175
CHARLES_AUSTEN_PUMP,1747955703,1747955718,15000.10,0.793,0.198,547.775,137
AQUATEC_PUMP,1747955721,1747955727,6000.17,3.321,0.332,548.107,176
CHARLES_AUSTEN_PUMP,1747955730,1747955745,15000.10,0.799,0.200,548.307,138
