pump,start_time,end_time,elapsed_time_ms,flowrate,volume,total_volume,pulse_count
AQUATEC_PUMP,1748559600,1748559606,6000.10,3.264,0.326,2419.257,173
CHARLES_AUSTEN_PUMP,1748559609,1748559624,15000.10,0.839,0.210,2419.466,145
AQUATEC_PUMP,1748559627,1748559633,6000.09,3.302,0.330,2419.797,175
CHARLES_AUSTEN_PUMP,1748559636,1748559651,15000.09,0.851,0.213,2420.009,147
AQUATEC_PUMP,1748559654,1748559660,6000.08,3.264,0.326,2420.336,173
CHARLES_AUSTEN_PUMP,1748559663,1748559678,15000.15,0.845,0.211,2420.547,146
AQUATEC_PUMP,1748559681,1748559687,6000.09,3.302,0.330,2420.877,175
CHARLES_AUSTEN_PUMP,1748559690,1748559705,15000.08,0.851,0.213,2421.090,147
AQUATEC_PUMP,1748559708,1748559714,6000.08,3.302,0.330,2421.420,175
CHARLES_AUSTEN_PUMP,1748559717,1748559732,15000.10,0.851,0.213,2421.633,147
AQUATEC_PUMP,1748559735,1748559741,6000.17,3.302,0.330,2421.963,175
CHARLES_AUSTEN_PUMP,1748559744,1748559759,15000.08,0.851,0.213,2422.176,147
AQUATEC_PUMP,1748559762,1748559768,6000.09,3.245,0.325,2422.500,172
CHARLES_AUSTEN_PUMP,1748559771,1748559786,15000.11,0.839,0.210,2422.710,145
AQUATEC_PUMP,1748559789,1748559795,6000.09,3.302,0.330,2423.040,175
CHARLES_AUSTEN_PUMP,1748559798,1748559813,15000.09,0.851,0.213,2423.253,147
AQUATEC_PUMP,1748559816,1748559822,6000.10,3.283,0.328,2423.581,174
CHARLES_AUSTEN_PUMP,1748559825,1748559840,15000.10,0.857,0.214,2423.796,148
AQUATEC_PUMP,1748559843,1748559849,6000.09,3.283,0.328,2424.124,174
CHARLES_AUSTEN_PUMP,1748559852,1748559867,15000.09,0.851,0.213,2424.337,147
AQUATEC_PUMP,1748559870,1748559876,6000.09,3.302,0.330,2424.667,175
CHARLES_AUSTEN_PUMP,1748559879,1748559894,15000.16,0.845,0.211,2424.878,146
AQUATEC_PUMP,1748559897,1748559903,6000.09,3.208,0.321,2425.199,170
CHARLES_AUSTEN_PUMP,1748559906,1748559921,15000.08,0.839,0.210,2425.409,145
AQUATEC_PUMP,1748559924,1748559930,6000.10,3.302,0.330,2425.739,175
CHARLES_AUSTEN_PUMP,1748559933,1748559948,15000.09,0.851,0.213,2425.952,147
AQUATEC_PUMP,1748559951,1748559957,6000.09,3.321,0.332,2426.284,176
CHARLES_AUSTEN_PUMP,1748559960,1748559975,15000.09,0.839,0.210,2426.494,145
AQUATEC_PUMP,1748559978,1748559984,6000.08,3.302,0.330,2426.824,175
CHARLES_AUSTEN_PUMP,1748559987,1748560002,15000.09,0.845,0.211,2427.035,146
AQUATEC_PUMP,1748560005,1748560011,6000.09,3.226,0.323,2427.358,171
CHARLES_AUSTEN_PUMP,1748560014,1748560029,15000.10,0.851,0.213,2427.570,147
AQUATEC_PUMP,1748560032,1748560038,6000.06,3.302,0.330,2427.901,175
CHARLES_AUSTEN_PUMP,1748560041,1748560056,15000.09,0.851,0.213,2428.113,147
AQUATEC_PUMP,1748560059,1748560065,6000.09,3.302,0.330,2428.444,175
CHARLES_AUSTEN_PUMP,1748560068,1748560083,15000.17,0.857,0.214,2428.658,148
AQUATEC_PUMP,1748560086,1748560092,6000.09,3.321,0.332,2428.990,176
CHARLES_AUSTEN_PUMP,1748560095,1748560110,15000.10,0.845,0.211,2429.201,146
AQUATEC_PUMP,1748560113,1748560119,6000.10,3.283,0.328,2429.529,174
CHARLES_AUSTEN_PUMP,1748560122,1748560137,15000.11,0.857,0.214,2429.744,148
AQUATEC_PUMP,1748560140,1748560146,6000.09,3.302,0.330,2430.074,175
CHARLES_AUSTEN_PUMP,1748560149,1748560164,15000.17,0.857,0.214,2430.288,148
AQUATEC_PUMP,1748560167,1748560173,6000.10,3.302,0.330,2430.618,175
CHARLES_AUSTEN_PUMP,1748560176,1748560191,15000.10,0.851,0.213,2430.831,147
AQUATEC_PUMP,1748560194,1748560200,6000.13,3.264,0.326,2431.157,173
CHARLES_AUSTEN_PUMP,1748560203,1748560218,15000.09,0.857,0.214,2431.371,148
AQUATEC_PUMP,1748560221,1748560227,6000.16,3.264,0.326,2431.698,173
CHARLES_AUSTEN_PUMP,1748560230,1748560245,15000.09,0.851,0.213,2431.911,147
AQUATEC_PUMP,1748560248,1748560254,6000.08,3.208,0.321,2432.231,170
CHARLES_AUSTEN_PUMP,1748560257,1748560272,15000.08,0.839,0.210,2432.441,145
AQUATEC_PUMP,1748560275,1748560281,6000.09,3.207,0.321,2432.762,170
CHARLES_AUSTEN_PUMP,1748560284,1748560299,15000.10,0.845,0.211,2432.973,146
AQUATEC_PUMP,1748560302,1748560308,6000.16,3.302,0.330,2433.303,175
CHARLES_AUSTEN_PUMP,1748560311,1748560326,15000.09,0.845,0.211,2433.515,146
AQUATEC_PUMP,1748560329,1748560335,6000.12,3.245,0.325,2433.839,172
CHARLES_AUSTEN_PUMP,1748560338,1748560353,15000.15,0.845,0.211,2434.051,146
AQUATEC_PUMP,1748560356,1748560362,6000.09,3.283,0.328,2434.379,174
CHARLES_AUSTEN_PUMP,1748560365,1748560380,15000.09,0.851,0.213,2434.592,147
AQUATEC_PUMP,1748560383,1748560389,6000.10,3.302,0.330,2434.922,175
CHARLES_AUSTEN_PUMP,1748560392,1748560407,15000.17,0.851,0.213,2435.135,147
AQUATEC_PUMP,1748560410,1748560416,6000.15,3.302,0.330,2435.465,175
CHARLES_AUSTEN_PUMP,1748560419,1748560434,15000.15,0.851,0.213,2435.677,147
AQUATEC_PUMP,1748560437,1748560443,6000.10,3.283,0.328,2436.006,174
CHARLES_AUSTEN_PUMP,1748560446,1748560461,15000.08,0.845,0.211,2436.217,146
AQUATEC_PUMP,1748560464,1748560470,6000.16,3.245,0.325,2436.542,172
CHARLES_AUSTEN_PUMP,1748560473,1748560488,15000.09,0.851,0.213,2436.754,147
